id     identifier                                                                                                                                                                                                simplified_identifier                               lemma                                               postag                        
715    org.jbpm.ruleflow.core.factory.WorkItemNodeFactory                                                                                                                                                        0D Collection of WorkItemNodeFactory                0d collection of WorkItemNodeFactory                NN NN IN NNP                  
716    java.util.List<org.jbpm.workflow.core.node.StartNode>                                                                                                                                                     1D Collection of StartNode                          1d collection of StartNode                          NN NN IN NNP                  
717    org.jbpm.process.core.context.exception.CompensationScope                                                                                                                                                 0D Collection of CompensationScope                  0d collection of compensationscope                  NN NN IN NN                   
718    org.jbpm.ruleflow.core.RuleFlowProcessFactory                                                                                                                                                             0D Collection of RuleFlowProcessFactory             0d collection of RuleFlowProcessFactory             NN NN IN NNP                  
719    org.jbpm.process.core.validation.ProcessValidationError[]                                                                                                                                                 1D Array of ProcessValidationError                  1d array of ProcessValidationError                  NN NN IN NNP                  
720    org.jbpm.ruleflow.core.validation.RuleFlowProcessValidator                                                                                                                                                0D Collection of RuleFlowProcessValidator           0d collection of RuleFlowProcessValidator           NN NN IN NNP                  
721    java.util.List<org.jbpm.process.core.validation.ProcessValidationError>                                                                                                                                   1D Collection of ProcessValidationError             1d collection of ProcessValidationError             NN NN IN NNP                  
722    java.util.Map<org.kie.api.definition.process.Node, java.lang.Boolean>                                                                                                                                     1D Map of Boolean                                   1d map of Boolean                                   NN NN IN NNP                  
723    java.util.List<org.jbpm.workflow.core.DroolsAction>                                                                                                                                                       1D Collection of DroolsAction                       1d collection of DroolsAction                       NN NN IN NNP                  
724    java.util.Map<ConnectionRef, org.jbpm.workflow.core.Constraint>                                                                                                                                           1D Map of Constraint                                1d map of constraint                                NN NN IN NN                   
725    java.util.Map<java.lang.String, java.util.List<org.kie.api.definition.process.Connection>>                                                                                                                2D Map of Connection                                2d map of connection                                NN NN IN NN                   
726    org.jbpm.workflow.core.impl.ConnectionRef                                                                                                                                                                 0D Collection of ConnectionRef                      0d collection of connectionref                      NN NN IN NN                   
727    org.jbpm.workflow.core.node.CompositeNode.NodeAndType                                                                                                                                                     0D Collection of NodeAndType                        0d collection of NodeAndType                        NN NN IN NNP                  
728    org.jbpm.workflow.core.node.Transformation                                                                                                                                                                0D Collection of Transformation                     0d collection of transformation                     NN NN IN NN                   
729    org.jbpm.process.core.event.EventTypeFilter                                                                                                                                                               0D Collection of EventTypeFilter                    0d collection of EventTypeFilter                    NN NN IN NNP                  
730    CompositeNode.NodeAndType                                                                                                                                                                                 0D Collection of NodeAndType                        0d collection of NodeAndType                        NN NN IN NNP                  
731    org.jbpm.workflow.core.node.ForEachNode.ForEachJoinNode                                                                                                                                                   0D Collection of ForEachJoinNode                    0d collection of ForEachJoinNode                    NN NN IN NNP                  
732    org.jbpm.workflow.core.node.ForEachNode.ForEachSplitNode                                                                                                                                                  0D Collection of ForEachSplitNode                   0d collection of ForEachSplitNode                   NN NN IN NNP                  
733    java.util.List<DataAssociation>                                                                                                                                                                           1D Collection of DataAssociation                    1d collection of dataassociation                    NN NN IN NN                   
734    org.jbpm.workflow.core.node.DataAssociation                                                                                                                                                               0D Collection of DataAssociation                    0d collection of dataassociation                    NN NN IN NN                   
735    java.util.Map<org.jbpm.workflow.core.impl.ConnectionRef, org.jbpm.workflow.core.Constraint>                                                                                                               1D Map of Constraint                                1d map of constraint                                NN NN IN NN                   
736    org.jbpm.workflow.core.node.Trigger                                                                                                                                                                       0D Collection of Trigger                            0d collection of trigger                            NN NN IN NN                   
737    java.util.Stack<org.jbpm.workflow.instance.NodeInstance>                                                                                                                                                  1D Collection of NodeInstance                       1d collection of NodeInstance                       NN NN IN NNP                  
738    org.jbpm.workflow.instance.WorkflowProcessInstance                                                                                                                                                        0D Collection of WorkflowProcessInstance            0d collection of WorkflowProcessInstance            NN NN IN NNP                  
739    org.jbpm.workflow.instance.impl.NodeInstanceFactory                                                                                                                                                       0D Collection of NodeInstanceFactory                0d collection of NodeInstanceFactory                NN NN IN NNP                  
740    org.jbpm.workflow.instance.impl.NodeInstanceFactoryRegistry                                                                                                                                               0D Collection of NodeInstanceFactoryRegistry        0d collection of NodeInstanceFactoryRegistry        NN NN IN NNP                  
741    java.lang.Class<? extends org.kie.api.definition.process.Node>                                                                                                                                            1D Collection of Node                               1d collection of Node                               NN NN IN NNP                  
742    org.mvel2.integration.VariableResolver                                                                                                                                                                    0D Collection of VariableResolver                   0d collection of VariableResolver                   NN NN IN NNP                  
743    java.util.List<org.jbpm.workflow.instance.NodeInstance>                                                                                                                                                   1D Collection of NodeInstance                       1d collection of NodeInstance                       NN NN IN NNP                  
744    java.util.concurrent.atomic.AtomicLong                                                                                                                                                                    0D Collection of AtomicLong                         0d collection of AtomicLong                         NN NN IN NNP                  
745    CompositeNode.CompositeNodeEnd                                                                                                                                                                            0D Collection of CompositeNodeEnd                   0d collection of CompositeNodeEnd                   NN NN IN NNP                  
746    CompositeNode.CompositeNodeStart                                                                                                                                                                          0D Collection of CompositeNodeStart                 0d collection of CompositeNodeStart                 NN NN IN NNP                  
747    org.jbpm.workflow.instance.node.DynamicNodeInstance                                                                                                                                                       0D Collection of DynamicNodeInstance                0d collection of DynamicNodeInstance                NN NN IN NNP                  
748    org.drools.core.impl.StatefulKnowledgeSessionImpl                                                                                                                                                         0D Collection of StatefulKnowledgeSessionImpl       0d collection of StatefulKnowledgeSessionImpl       NN NN IN NNP                  
749    org.jbpm.workflow.instance.node.SubProcessNodeInstance                                                                                                                                                    0D Collection of SubProcessNodeInstance             0d collection of SubProcessNodeInstance             NN NN IN NNP                  
750    org.drools.core.process.instance.impl.WorkItemImpl                                                                                                                                                        0D Collection of WorkItemImpl                       0d collection of WorkItemImpl                       NN NN IN NNP                  
751    org.jbpm.workflow.instance.node.WorkItemNodeInstance                                                                                                                                                      0D Collection of WorkItemNodeInstance               0d collection of WorkItemNodeInstance               NN NN IN NNP                  
752    org.jbpm.workflow.core.node.EventSubProcessNode                                                                                                                                                           0D Collection of EventSubProcessNode                0d collection of EventSubProcessNode                NN NN IN NNP                  
753    org.jbpm.process.instance.context.exception.ExceptionScopeInstance                                                                                                                                        0D Collection of ExceptionScopeInstance             0d collection of ExceptionScopeInstance             NN NN IN NNP                  
754    org.jbpm.process.instance.context.swimlane.SwimlaneContextInstance                                                                                                                                        0D Collection of SwimlaneContextInstance            0d collection of swimlanecontextinstance            NN NN IN NN                   
755    java.util.Set<java.lang.Long>                                                                                                                                                                             1D Collection of Long                               1d collection of Long                               NN NN IN NNP                  
756    java.util.Map<java.lang.Long, java.lang.Integer>                                                                                                                                                          1D Map of Integer                                   1d map of integer                                   NN NN IN NN                   
757    org.drools.core.spi.Activation                                                                                                                                                                            0D Collection of Activation                         0d collection of activation                         NN NN IN NN                   
758    org.jbpm.workflow.core.node.StateBasedNode                                                                                                                                                                0D Collection of StateBasedNode                     0d collection of StateBasedNode                     NN NN IN NNP                  
759    org.jbpm.workflow.core.node.StateNode                                                                                                                                                                     0D Collection of StateNode                          0d collection of StateNode                          NN NN IN NNP                  
760    java.util.List<org.jbpm.workflow.core.node.DataAssociation>                                                                                                                                               1D Collection of DataAssociation                    1d collection of dataassociation                    NN NN IN NN                   
761    java.util.concurrent.TimeUnit                                                                                                                                                                             0D Collection of TimeUnit                           0d collection of TimeUnit                           NN NN IN NNP                  
762    java.util.List<java.lang.Process>                                                                                                                                                                         1D Collection of Process                            1d collection of process                            NN NN IN VB                   
763    java.util.Deque<org.kie.api.runtime.process.WorkItem>                                                                                                                                                     1D Collection of WorkItem                           1d collection of WorkItem                           NN NN IN NNP                  
764    java.lang.Process[]                                                                                                                                                                                       1D Array of Process                                 1d array of process                                 NN NN IN VB                   
765    org.jbpm.workflow.instance.node.MockNodeInstance                                                                                                                                                          0D Collection of MockNodeInstance                   0d collection of MockNodeInstance                   NN NN IN NNP                  
766    org.jbpm.workflow.core.node.ConstraintTrigger                                                                                                                                                             0D Collection of ConstraintTrigger                  0d collection of ConstraintTrigger                  NN NN IN NNP                  
767    org.drools.compiler.lang.descr.ProcessDescr                                                                                                                                                               0D Collection of ProcessDescr                       0d collection of ProcessDescr                       NN NN IN NNP                  
768    java.util.List<ProcessDataEventListenerProvider>                                                                                                                                                          1D Collection of ProcessDataEventListenerProvider   1d collection of ProcessDataEventListenerProvider   NN NN IN NNP                  
769    java.util.Map<java.lang.String, CompositeNode.NodeAndType>                                                                                                                                                1D Map of NodeAndType                               1d map of NodeAndType                               NN NN IN NNP                  
770    java.util.HashMap<java.lang.String, java.lang.String>                                                                                                                                                     1D Map of String                                    1d map of String                                    NN NN IN NNP                  
771    javax.xml.transform.Transformer                                                                                                                                                                           0D Collection of Transformer                        0d collection of transformer                        NN NN IN NN                   
772    javax.xml.transform.Source                                                                                                                                                                                0D Collection of Source                             0d collection of source                             NN NN IN NN                   
773    javax.xml.transform.Result                                                                                                                                                                                0D Collection of Result                             0d collection of result                             NN NN IN NN                   
774    org.drools.core.process.core.ParameterDefinition                                                                                                                                                          0D Collection of ParameterDefinition                0d collection of parameterdefinition                NN NN IN NN                   
775    org.drools.core.process.core.Work                                                                                                                                                                         0D Collection of Work                               0d collection of work                               NN NN IN NN                   
776    org.xml.sax.InputSource                                                                                                                                                                                   0D Collection of InputSource                        0d collection of InputSource                        NN NN IN NNP                  
777    org.jbpm.compiler.xml.ProcessBuildData                                                                                                                                                                    0D Collection of ProcessBuildData                   0d collection of ProcessBuildData                   NN NN IN NNP                  
778    org.mvel2.templates.TemplateRegistry                                                                                                                                                                      0D Collection of TemplateRegistry                   0d collection of templateregistry                   NN NN IN NN                   
779    org.drools.compiler.lang.descr.BaseDescr                                                                                                                                                                  0D Collection of BaseDescr                          0d collection of BaseDescr                          NN NN IN NNP                  
780    org.drools.compiler.rule.builder.dialect.mvel.MVELAnalysisResult                                                                                                                                          0D Collection of MVELAnalysisResult                 0d collection of mvelanalysisresult                 NN NN IN NN                   
781    org.drools.compiler.rule.builder.dialect.mvel.MVELDialect                                                                                                                                                 0D Collection of MVELDialect                        0d collection of mveldialect                        NN NN IN NN                   
782    java.util.Map<java.lang.String, java.lang.Class<?>>                                                                                                                                                       2D Map of Class                                     2d map of class                                     NN NN IN NN                   
783    org.jbpm.process.builder.dialect.ProcessDialect                                                                                                                                                           0D Collection of ProcessDialect                     0d collection of ProcessDialect                     NN NN IN NNP                  
784    org.jbpm.compiler.ProcessBuilderImpl                                                                                                                                                                      0D Collection of ProcessBuilderImpl                 0d collection of ProcessBuilderImpl                 NN NN IN NNP                  
785    org.drools.compiler.compiler.DroolsError                                                                                                                                                                  0D Collection of DroolsError                        0d collection of DroolsError                        NN NN IN NNP                  
786    org.jbpm.process.builder.ProcessNodeBuilder                                                                                                                                                               0D Collection of ProcessNodeBuilder                 0d collection of ProcessNodeBuilder                 NN NN IN NNP                  
787    java.util.List<java.util.Map<java.lang.String, java.lang.Object>>                                                                                                                                         2D Map of Object                                    2d map of Object                                    NN NN IN NNP                  
788    java.util.Map<java.lang.String, WorkDefinitionImpl>                                                                                                                                                       1D Map of WorkDefinitionImpl                        1d map of WorkDefinitionImpl                        NN NN IN NNP                  
789    org.jbpm.compiler.KnowledgeType                                                                                                                                                                           0D Collection of KnowledgeType                      0d collection of KnowledgeType                      NN NN IN NNP                  
790    org.kie.api.runtime.rule.Match                                                                                                                                                                            0D Collection of Match                              0d collection of Match                              NN NN IN NNP                  
791    org.jbpm.integrationtests.handler.WorkItem                                                                                                                                                                0D Collection of WorkItem                           0d collection of WorkItem                           NN NN IN NNP                  
792    org.jbpm.integrationtests.handler.WorkItemManager                                                                                                                                                         0D Collection of WorkItemManager                    0d collection of WorkItemManager                    NN NN IN NNP                  
793    org.kie.api.marshalling.Marshaller                                                                                                                                                                        0D Collection of Marshaller                         0d collection of Marshaller                         NN NN IN NNP                  
794    org.kie.api.marshalling.ObjectMarshallingStrategy[]                                                                                                                                                       1D Array of ObjectMarshallingStrategy               1d array of ObjectMarshallingStrategy               NN NN IN NNP                  
795    java.util.List<org.kie.api.event.process.ProcessEvent>                                                                                                                                                    1D Collection of ProcessEvent                       1d collection of ProcessEvent                       NN NN IN NNP                  
796    org.kie.api.KieBaseConfiguration                                                                                                                                                                          0D Collection of KieBaseConfiguration               0d collection of KieBaseConfiguration               NN NN IN NNP                  
797    org.jbpm.ruleflow.instance.RuleFlowProcessInstance                                                                                                                                                        0D Collection of RuleFlowProcessInstance            0d collection of ruleflowprocessinstance            NN NN IN NN                   
798    org.kie.internal.definition.KnowledgePackage                                                                                                                                                              0D Collection of KnowledgePackage                   0d collection of KnowledgePackage                   NN NN IN NNP                  
799    java.util.Collection<org.kie.internal.definition.KnowledgePackage>                                                                                                                                        1D Collection of KnowledgePackage                   1d collection of KnowledgePackage                   NN NN IN NNP                  
800    org.kie.internal.definition.KnowledgePackage[]                                                                                                                                                            1D Array of KnowledgePackage                        1d array of KnowledgePackage                        NN NN IN NNP                  
801    java.lang.Class<org.jbpm.services.task.audit.impl.model.AuditTaskImpl>                                                                                                                                    1D Collection of AuditTaskImpl                      1d collection of AuditTaskImpl                      NN NN IN NNP                  
802    java.lang.Class<org.kie.internal.task.api.AuditTask>                                                                                                                                                      1D Collection of AuditTask                          1d collection of AuditTask                          NN NN IN NNP                  
803    java.util.List<org.jbpm.services.task.audit.impl.model.BAMTaskSummaryImpl>                                                                                                                                1D Collection of BAMTaskSummaryImpl                 1d collection of bamtasksummaryimpl                 NN NN IN NN                   
804    java.util.List<org.kie.internal.task.api.AuditTask>                                                                                                                                                       1D Collection of AuditTask                          1d collection of AuditTask                          NN NN IN NNP                  
805    java.util.List<org.kie.internal.task.api.model.TaskEvent>                                                                                                                                                 1D Collection of TaskEvent                          1d collection of TaskEvent                          NN NN IN NNP                  
806    java.util.List<org.kie.internal.task.api.TaskVariable>                                                                                                                                                    1D Collection of TaskVariable                       1d collection of TaskVariable                       NN NN IN NNP                  
807    java.lang.Class<org.jbpm.services.task.audit.impl.model.TaskEventImpl>                                                                                                                                    1D Collection of TaskEventImpl                      1d collection of TaskEventImpl                      NN NN IN NNP                  
808    java.lang.Class<org.kie.internal.task.api.TaskEvent>                                                                                                                                                      1D Collection of TaskEvent                          1d collection of TaskEvent                          NN NN IN NNP                  
809    java.lang.Class<org.jbpm.services.task.audit.impl.model.TaskVariableImpl>                                                                                                                                 1D Collection of TaskVariableImpl                   1d collection of TaskVariableImpl                   NN NN IN NNP                  
810    java.lang.Class<org.kie.internal.task.api.TaskVariable>                                                                                                                                                   1D Collection of TaskVariable                       1d collection of TaskVariable                       NN NN IN NNP                  
811    org.jbpm.services.task.audit.impl.model.AuditTaskImpl                                                                                                                                                     0D Collection of AuditTaskImpl                      0d collection of AuditTaskImpl                      NN NN IN NNP                  
812    org.kie.api.task.TaskEvent                                                                                                                                                                                0D Collection of TaskEvent                          0d collection of TaskEvent                          NN NN IN NNP                  
813    org.kie.internal.task.api.TaskPersistenceContext                                                                                                                                                          0D Collection of TaskPersistenceContext             0d collection of TaskPersistenceContext             NN NN IN NNP                  
814    org.kie.internal.task.api.TaskVariable.VariableType                                                                                                                                                       0D Collection of VariableType                       0d collection of VariableType                       NN NN IN NNP                  
815    Q                                                                                                                                                                                                         0D Collection of Q                                  0d collection of Q                                  NN NN IN NNP                  
816    org.kie.internal.task.query.AuditTaskDeleteBuilder                                                                                                                                                        0D Collection of AuditTaskDeleteBuilder             0d collection of AuditTaskDeleteBuilder             NN NN IN NNP                  
817    org.kie.internal.task.query.AuditTaskQueryBuilder.OrderBy                                                                                                                                                 0D Collection of OrderBy                            0d collection of OrderBy                            NN NN IN NNP                  
818    org.kie.internal.task.query.AuditTaskQueryBuilder                                                                                                                                                         0D Collection of AuditTaskQueryBuilder              0d collection of AuditTaskQueryBuilder              NN NN IN NNP                  
819    org.kie.api.task.model.Status[]                                                                                                                                                                           1D Array of Status                                  1d array of Status                                  NN NN IN NNP                  
820    java.lang.Class<org.jbpm.services.task.audit.impl.model.BAMTaskSummaryImpl>                                                                                                                               1D Collection of BAMTaskSummaryImpl                 1d collection of bamtasksummaryimpl                 NN NN IN NN                   
821    org.jbpm.services.task.audit.BAMTaskSummaryQueryBuilder.OrderBy                                                                                                                                           0D Collection of OrderBy                            0d collection of OrderBy                            NN NN IN NNP                  
822    org.jbpm.services.task.audit.BAMTaskSummaryQueryBuilder                                                                                                                                                   0D Collection of BAMTaskSummaryQueryBuilder         0d collection of bamtasksummaryquerybuilder         NN NN IN NN                   
823    org.jbpm.services.task.audit.service.CriteriaQuery<R>                                                                                                                                                     1D Collection of R                                  1d collection of r                                  NN NN IN NN                   
824    org.jbpm.services.task.audit.service.Root<org.jbpm.services.task.audit.impl.model.TaskVariableImpl>                                                                                                       1D Collection of TaskVariableImpl                   1d collection of TaskVariableImpl                   NN NN IN NNP                  
825    java.util.List<org.jbpm.query.jpa.data.QueryCriteria>                                                                                                                                                     1D Collection of QueryCriteria                      1d collection of QueryCriteria                      NN NN IN NNP                  
826    org.kie.internal.query.QueryFilter                                                                                                                                                                        0D Collection of QueryFilter                        0d collection of QueryFilter                        NN NN IN NNP                  
827    org.kie.internal.task.query.TaskEventQueryBuilder                                                                                                                                                         0D Collection of TaskEventQueryBuilder              0d collection of TaskEventQueryBuilder              NN NN IN NNP                  
828    org.kie.internal.task.query.TaskVariableQueryBuilder                                                                                                                                                      0D Collection of TaskVariableQueryBuilder           0d collection of TaskVariableQueryBuilder           NN NN IN NNP                  
829    org.kie.api.task.TaskService                                                                                                                                                                              0D Collection of TaskService                        0d collection of TaskService                        NN NN IN NNP                  
830    org.kie.internal.task.query.TaskEventDeleteBuilder                                                                                                                                                        0D Collection of TaskEventDeleteBuilder             0d collection of TaskEventDeleteBuilder             NN NN IN NNP                  
831    java.lang.Class<org.kie.internal.task.api.model.TaskEvent>                                                                                                                                                1D Collection of TaskEvent                          1d collection of TaskEvent                          NN NN IN NNP                  
832    org.kie.internal.task.query.TaskEventQueryBuilder.OrderBy                                                                                                                                                 0D Collection of OrderBy                            0d collection of OrderBy                            NN NN IN NNP                  
833    org.kie.internal.task.api.model.TaskEvent.TaskEventType[]                                                                                                                                                 1D Array of TaskEventType                           1d array of TaskEventType                           NN NN IN NNP                  
834    org.jbpm.query.jpa.impl.QueryCriteriaUtil                                                                                                                                                                 0D Collection of QueryCriteriaUtil                  0d collection of QueryCriteriaUtil                  NN NN IN NNP                  
835    org.kie.internal.task.query.TaskVariableQueryBuilder.OrderBy                                                                                                                                              0D Collection of OrderBy                            0d collection of OrderBy                            NN NN IN NNP                  
836    org.jbpm.services.task.audit.service.TaskCommand<java.util.List<org.kie.internal.task.api.TaskVariable>>                                                                                                  2D Collection of TaskVariable                       2d collection of TaskVariable                       NN NN IN NNP                  
837    org.kie.internal.task.api.TaskVariable.VariableType[]                                                                                                                                                     1D Array of VariableType                            1d array of VariableType                            NN NN IN NNP                  
838    org.jbpm.services.task.audit.TaskAuditConfigurator                                                                                                                                                        0D Collection of TaskAuditConfigurator              0d collection of TaskAuditConfigurator              NN NN IN NNP                  
839    org.jbpm.services.task.audit.variable.TaskIndexerManager                                                                                                                                                  0D Collection of TaskIndexerManager                 0d collection of TaskIndexerManager                 NN NN IN NNP                  
840    org.jbpm.services.task.audit.impl.model.BAMTaskSummaryImpl                                                                                                                                                0D Collection of BAMTaskSummaryImpl                 0d collection of bamtasksummaryimpl                 NN NN IN NN                   
841    java.sql.Timestamp                                                                                                                                                                                        0D Collection of Timestamp                          0d collection of Timestamp                          NN NN IN NNP                  
842    org.kie.api.task.model.Attachment                                                                                                                                                                         0D Collection of Attachment                         0d collection of attachment                         NN NN IN NN                   
843    org.kie.api.task.model.Content                                                                                                                                                                            0D Collection of Content                            0d collection of content                            NN NN IN NN                   
844    org.kie.api.task.model.Comment                                                                                                                                                                            0D Collection of Comment                            0d collection of comment                            NN NN IN NN                   
845    java.util.List<? extends org.kie.internal.task.api.model.Deadline>                                                                                                                                        1D Collection of Deadline                           1d collection of deadline                           NN NN IN NN                   
